,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
6515,-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,500001.0,0.0
6516,-118.23,34.22,37.0,1376.0,237.0,618.0,226.0,5.9771,431800.0,0.0
6517,-118.21,34.2,35.0,3646.0,552.0,1409.0,534.0,6.3794,500001.0,0.0
6518,-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,500001.0,0.0
6519,-118.19,34.19,34.0,2061.0,260.0,825.0,254.0,15.0001,500001.0,0.0
6520,-118.2,34.19,38.0,2176.0,266.0,798.0,243.0,15.0001,500001.0,0.0
6521,-118.18,34.17,43.0,4269.0,591.0,1467.0,582.0,9.0702,500001.0,0.0
6522,-118.18,34.16,34.0,5012.0,746.0,1699.0,715.0,9.4987,500001.0,0.0
6562,-118.16,34.16,52.0,1576.0,239.0,696.0,249.0,6.07,261800.0,0.0
6563,-118.16,34.15,19.0,1721.0,290.0,571.0,278.0,6.6031,500001.0,0.0
6564,-118.16,34.15,17.0,821.0,163.0,229.0,164.0,7.3715,263000.0,0.0
6612,-118.07,34.16,39.0,1804.0,265.0,730.0,276.0,6.4761,397500.0,1.0
6619,-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,500001.0,1.0
6620,-118.08,34.13,35.0,1897.0,279.0,733.0,291.0,7.4185,500001.0,1.0
6625,-118.11,34.14,52.0,2401.0,332.0,810.0,308.0,6.0948,358700.0,0.0
6628,-118.12,34.14,52.0,2337.0,352.0,981.0,328.0,5.8692,490400.0,0.0
6638,-118.16,34.14,27.0,1551.0,254.0,816.0,233.0,8.2435,500001.0,0.0
6639,-118.16,34.14,41.0,3039.0,482.0,973.0,446.0,7.4817,500001.0,0.0
6640,-118.17,34.14,45.0,2257.0,285.0,759.0,305.0,11.7894,500001.0,0.0
6641,-118.18,34.13,44.0,2734.0,415.0,1057.0,424.0,7.9213,477800.0,0.0
6642,-118.18,34.13,39.0,2902.0,460.0,1007.0,420.0,6.1953,363000.0,0.0
6643,-118.18,34.14,38.0,3039.0,487.0,1131.0,465.0,7.7116,360900.0,0.0
6646,-118.16,34.13,36.0,4003.0,647.0,1337.0,631.0,7.723,500001.0,0.0
6647,-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,7.9976,500001.0,0.0
6648,-118.13,34.12,46.0,3156.0,430.0,1109.0,423.0,10.7397,500001.0,0.0
6650,-118.14,34.13,49.0,4438.0,803.0,1650.0,741.0,5.1072,479700.0,0.0
6652,-118.12,34.13,52.0,2935.0,341.0,975.0,327.0,11.706,500001.0,0.0
6653,-118.11,34.12,48.0,2476.0,313.0,900.0,303.0,10.6767,500001.0,0.0
6654,-118.11,34.12,52.0,2954.0,371.0,1152.0,347.0,11.5609,500001.0,0.0
6655,-118.12,34.12,52.0,2907.0,317.0,956.0,279.0,15.0001,500001.0,0.0
6656,-118.12,34.11,52.0,2787.0,353.0,1057.0,364.0,10.2317,500001.0,0.0
6657,-118.13,34.11,52.0,2568.0,345.0,1102.0,345.0,9.1373,500001.0,0.0
6658,-118.14,34.11,52.0,2742.0,422.0,1153.0,414.0,8.1124,500001.0,0.0
6659,-118.1,34.13,44.0,1917.0,265.0,754.0,257.0,12.4237,500001.0,0.0
6660,-118.1,34.13,44.0,1745.0,237.0,693.0,248.0,9.7912,500001.0,0.0
6661,-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,500001.0,0.0
6662,-118.1,34.12,49.0,3783.0,579.0,1601.0,539.0,6.3013,500001.0,0.0
6663,-118.1,34.12,50.0,1835.0,231.0,636.0,211.0,11.6471,500001.0,0.0
6664,-118.1,34.13,47.0,2234.0,276.0,749.0,260.0,15.0001,500001.0,0.0
6666,-118.08,34.12,41.0,1598.0,280.0,807.0,282.0,5.5067,325000.0,0.0
6667,-118.09,34.12,38.0,2638.0,432.0,1284.0,433.0,5.4536,342700.0,0.0
6668,-118.09,34.12,38.0,1713.0,285.0,779.0,286.0,5.6152,359900.0,0.0
6675,-118.07,34.11,41.0,2869.0,563.0,1627.0,533.0,5.0736,270700.0,0.0
6678,-118.08,34.11,42.0,1969.0,353.0,927.0,354.0,5.5924,285300.0,0.0
6681,-118.09,34.11,45.0,1883.0,275.0,764.0,289.0,6.5078,414800.0,0.0
6683,-118.1,34.11,49.0,3367.0,523.0,1317.0,495.0,6.706,351400.0,0.0
6684,-118.11,34.11,50.0,2131.0,294.0,753.0,284.0,6.7099,352200.0,0.0
6685,-118.11,34.1,49.0,2812.0,478.0,1329.0,490.0,5.2503,292900.0,0.0
6686,-118.12,34.11,48.0,2124.0,319.0,785.0,319.0,5.2131,359600.0,0.0
6696,-118.14,34.11,52.0,3367.0,545.0,1427.0,535.0,5.2292,444500.0,0.0
6698,-118.15,34.11,52.0,2375.0,369.0,930.0,351.0,7.4111,469100.0,0.0
6704,-118.15,34.12,49.0,1789.0,288.0,848.0,311.0,6.0199,500000.0,0.0
6705,-118.16,34.12,38.0,2231.0,489.0,940.0,484.0,5.4165,435100.0,0.0
6713,-118.17,34.1,25.0,4444.0,647.0,1922.0,652.0,8.058,477300.0,0.0
6757,-118.11,34.07,46.0,1130.0,229.0,698.0,209.0,5.2719,244400.0,0.0
6759,-118.12,34.08,52.0,1437.0,290.0,980.0,282.0,5.3032,245700.0,0.0
6782,-118.16,34.06,25.0,4284.0,741.0,2163.0,701.0,6.1509,315100.0,0.0
6783,-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.828,301100.0,0.0
6819,-118.09,34.04,24.0,1543.0,257.0,824.0,271.0,6.4385,272600.0,0.0
6820,-118.11,34.05,23.0,3436.0,565.0,1729.0,529.0,5.9941,266700.0,0.0
6821,-118.11,34.04,28.0,3913.0,696.0,2264.0,697.0,5.2446,258000.0,0.0
6823,-118.12,34.04,35.0,1038.0,209.0,598.0,190.0,5.9214,254900.0,0.0
6835,-117.93,33.95,31.0,3600.0,468.0,1382.0,435.0,7.4597,500001.0,0.0
6836,-117.95,33.95,29.0,4943.0,674.0,1913.0,641.0,6.8189,379300.0,0.0
6837,-117.95,33.97,33.0,1113.0,145.0,424.0,137.0,8.3474,500001.0,0.0
6838,-117.97,33.96,30.0,4873.0,667.0,1995.0,638.0,7.2472,441900.0,0.0
6839,-117.98,33.95,35.0,4055.0,652.0,1758.0,639.0,6.1898,282400.0,0.0
6840,-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,258800.0,0.0
6841,-117.99,33.95,30.0,2217.0,284.0,851.0,291.0,10.4835,498600.0,0.0
6842,-118.0,33.95,35.0,1431.0,210.0,505.0,213.0,6.8109,401000.0,0.0
6843,-118.01,33.95,35.0,1755.0,322.0,774.0,290.0,5.0861,296700.0,0.0
6844,-118.0,33.96,37.0,2414.0,323.0,878.0,305.0,9.1541,453800.0,0.0
6845,-117.99,33.97,18.0,4078.0,484.0,1490.0,482.0,10.8034,500001.0,0.0
6847,-118.03,34.01,10.0,6531.0,1036.0,2975.0,1018.0,6.2319,403700.0,0.0
6848,-118.06,34.02,25.0,3548.0,639.0,2653.0,664.0,5.2557,188800.0,0.0
6881,-118.06,33.98,42.0,1342.0,243.0,615.0,208.0,5.4381,186900.0,0.0
6886,-118.05,33.99,42.0,2480.0,401.0,1085.0,438.0,5.193,263400.0,0.0
6895,-118.04,34.0,30.0,5308.0,854.0,2114.0,838.0,5.1985,279200.0,0.0
6902,-118.02,33.98,23.0,1995.0,306.0,707.0,293.0,8.6677,332700.0,0.0
6904,-118.02,33.97,34.0,1903.0,293.0,887.0,306.0,6.148,313800.0,0.0
6905,-118.01,33.97,36.0,1451.0,224.0,608.0,246.0,6.0648,290800.0,0.0
6906,-118.0,33.97,30.0,6540.0,991.0,3124.0,953.0,6.0663,372600.0,0.0
6907,-118.01,33.96,36.0,1805.0,288.0,882.0,308.0,5.3054,273500.0,0.0
6969,-118.04,33.95,35.0,1945.0,357.0,1227.0,359.0,5.2162,171900.0,0.0
6987,-118.03,33.93,35.0,2470.0,416.0,1386.0,411.0,5.2736,179500.0,0.0
6996,-118.02,33.94,33.0,2382.0,404.0,1339.0,389.0,5.3016,192200.0,0.0
7000,-117.98,33.93,27.0,3142.0,509.0,1520.0,503.0,6.2924,232500.0,0.0
7005,-118.0,33.94,36.0,2911.0,534.0,1395.0,486.0,5.1738,203700.0,0.0
7015,-118.01,33.92,34.0,4039.0,694.0,2269.0,663.0,5.2305,205100.0,0.0
7016,-118.01,33.92,35.0,1606.0,289.0,829.0,273.0,5.273,187600.0,0.0
7017,-118.02,33.92,34.0,1478.0,251.0,956.0,277.0,5.5238,185300.0,0.0
7018,-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273,289600.0,0.0
7019,-118.0,33.91,19.0,5166.0,770.0,2374.0,753.0,5.979,285200.0,0.0
7023,-117.98,33.91,16.0,10621.0,1782.0,3836.0,1480.0,5.0923,257200.0,0.0
7024,-117.99,33.9,33.0,2161.0,383.0,1235.0,383.0,5.6454,202800.0,0.0
7026,-118.0,33.89,35.0,1065.0,176.0,574.0,171.0,5.0384,200800.0,0.0
7027,-118.0,33.89,34.0,1932.0,315.0,1053.0,316.0,5.1377,213300.0,0.0
7034,-118.02,33.9,36.0,2417.0,421.0,1276.0,426.0,5.5601,205200.0,0.0
7039,-118.01,33.9,36.0,1382.0,257.0,685.0,255.0,5.125,211700.0,0.0
7040,-118.02,33.91,35.0,2182.0,390.0,1248.0,399.0,5.4236,216700.0,0.0
7043,-118.02,33.91,35.0,1337.0,234.0,692.0,235.0,5.1155,213700.0,0.0
7047,-118.03,33.9,36.0,1143.0,193.0,826.0,188.0,5.3184,171100.0,0.0
7049,-118.09,34.03,27.0,3797.0,597.0,2043.0,614.0,5.5,276800.0,0.0
7053,-118.11,34.02,17.0,9559.0,1911.0,5279.0,1844.0,5.1515,318900.0,0.0
7055,-118.12,34.03,20.0,2595.0,428.0,1751.0,479.0,5.6112,308000.0,0.0
7526,-118.26,33.88,36.0,1212.0,222.0,775.0,224.0,5.5591,136500.0,0.0
7533,-118.22,33.86,16.0,8732.0,1489.0,3944.0,1493.0,5.1948,203500.0,0.0
7534,-118.24,33.85,25.0,9594.0,1489.0,5237.0,1496.0,5.9684,193300.0,0.0
7535,-118.23,33.84,25.0,1106.0,207.0,888.0,216.0,5.3307,207000.0,0.0
7539,-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6.0531,186400.0,0.0
7540,-118.26,33.85,25.0,2324.0,326.0,1087.0,328.0,5.293,207000.0,0.0
7541,-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0,0.0
7544,-118.27,33.86,26.0,1097.0,167.0,701.0,188.0,6.5799,196600.0,0.0
7545,-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5.144,180800.0,0.0
7550,-118.29,33.84,34.0,2617.0,558.0,1396.0,515.0,5.061,218000.0,0.0
7555,-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,218200.0,0.0
7557,-118.28,33.82,30.0,3615.0,760.0,2813.0,752.0,5.3849,217700.0,0.0
7558,-118.28,33.81,29.0,2755.0,508.0,2046.0,488.0,5.2034,212400.0,0.0
7561,-118.27,33.82,37.0,943.0,218.0,803.0,216.0,5.2287,191100.0,0.0
7592,-118.09,33.92,33.0,879.0,181.0,547.0,169.0,5.3146,168600.0,0.0
7605,-118.1,33.94,34.0,1947.0,284.0,841.0,277.0,6.1814,453600.0,0.0
7606,-118.11,33.95,34.0,2319.0,334.0,941.0,356.0,6.4319,452300.0,0.0
7607,-118.11,33.95,34.0,1723.0,279.0,617.0,252.0,6.7501,400000.0,0.0
7611,-118.12,33.95,35.0,1604.0,280.0,802.0,280.0,5.752,291000.0,0.0
7612,-118.12,33.96,34.0,2863.0,451.0,1243.0,466.0,6.0723,297200.0,0.0
7621,-118.13,33.97,34.0,1736.0,297.0,823.0,292.0,5.4042,241600.0,0.0
7623,-118.14,33.95,44.0,1812.0,338.0,822.0,314.0,6.7744,294100.0,0.0
7624,-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,300000.0,0.0
7625,-118.14,33.95,37.0,1462.0,243.0,600.0,236.0,5.2015,302000.0,0.0
7629,-118.12,33.95,36.0,2752.0,459.0,1211.0,452.0,5.0526,269800.0,0.0
7630,-118.12,33.94,35.0,1813.0,313.0,825.0,316.0,5.2485,323800.0,0.0
7639,-118.11,33.94,36.0,1949.0,319.0,909.0,325.0,5.1587,296600.0,0.0
7687,-118.08,33.91,36.0,1551.0,297.0,1100.0,322.0,5.1187,168100.0,0.0
7702,-118.06,33.89,26.0,2483.0,412.0,1538.0,449.0,5.1104,220500.0,0.0
7731,-118.11,33.9,35.0,1323.0,269.0,1084.0,240.0,5.0753,178000.0,0.0
7732,-118.11,33.9,36.0,1347.0,278.0,748.0,278.0,5.1423,183100.0,0.0
7761,-118.17,33.89,52.0,63.0,12.0,47.0,8.0,7.2423,350000.0,0.0
7772,-118.13,33.89,36.0,599.0,125.0,361.0,139.0,5.0395,225800.0,0.0
7793,-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,240800.0,0.0
7799,-118.04,33.88,17.0,4807.0,838.0,3059.0,853.0,5.7619,297300.0,0.0
7800,-118.04,33.87,17.0,2358.0,396.0,1387.0,364.0,6.299,285800.0,0.0
7801,-118.06,33.88,17.0,7187.0,1073.0,3844.0,1068.0,6.5901,337400.0,0.0
7802,-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,5.8855,313800.0,0.0
7803,-118.07,33.88,16.0,4934.0,825.0,2668.0,810.0,5.748,284200.0,0.0
7805,-118.07,33.88,18.0,2436.0,375.0,1303.0,386.0,6.1968,344700.0,0.0
7806,-118.07,33.87,18.0,3405.0,556.0,1945.0,509.0,5.7652,299100.0,0.0
7807,-118.08,33.86,17.0,2259.0,383.0,1378.0,386.0,5.8733,287000.0,0.0
7808,-118.08,33.85,19.0,4261.0,678.0,2621.0,661.0,6.2427,288700.0,0.0
7809,-118.07,33.86,17.0,3666.0,562.0,2104.0,579.0,5.6818,338900.0,0.0
7810,-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,319700.0,0.0
7811,-118.06,33.86,16.0,5603.0,938.0,3045.0,893.0,5.0778,293700.0,0.0
7812,-118.05,33.86,16.0,2851.0,626.0,1985.0,603.0,5.4089,265600.0,0.0
7813,-118.03,33.87,16.0,2306.0,393.0,1368.0,387.0,5.93,277600.0,0.0
7814,-118.04,33.87,18.0,4626.0,822.0,2794.0,763.0,5.6917,275100.0,0.0
7815,-118.04,33.86,21.0,2870.0,437.0,1671.0,470.0,7.2628,322700.0,0.0
7816,-118.05,33.86,16.0,2676.0,391.0,1377.0,395.0,6.5513,350400.0,0.0
7817,-118.06,33.85,16.0,4851.0,726.0,2527.0,704.0,6.0142,437400.0,0.0
7818,-118.1,33.88,18.0,8046.0,1221.0,4276.0,1228.0,6.5515,319600.0,0.0
7820,-118.09,33.85,19.0,8120.0,1371.0,5026.0,1345.0,6.3093,286500.0,0.0
7821,-118.1,33.85,19.0,993.0,174.0,572.0,175.0,5.7039,277600.0,0.0
7828,-118.08,33.88,26.0,1507.0,270.0,931.0,275.0,5.1645,244900.0,0.0
7841,-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,191300.0,0.0
7846,-118.07,33.82,27.0,3481.0,576.0,1660.0,560.0,5.7965,228200.0,0.0
7847,-118.08,33.82,26.0,4259.0,588.0,1644.0,581.0,6.2519,345700.0,0.0
7851,-118.11,33.86,33.0,2389.0,410.0,1229.0,393.0,5.3889,234900.0,0.0
7862,-118.14,33.87,44.0,1607.0,271.0,799.0,283.0,5.084,214100.0,0.0
7912,-118.13,33.86,37.0,2259.0,425.0,1183.0,413.0,5.1805,201600.0,0.0
7917,-118.1,33.85,28.0,2825.0,470.0,1352.0,469.0,5.2639,242000.0,0.0
7918,-118.1,33.85,36.0,1473.0,253.0,713.0,257.0,5.9493,228000.0,0.0
7926,-118.1,33.84,35.0,1790.0,269.0,924.0,263.0,5.296,226200.0,0.0
7929,-118.11,33.83,36.0,1726.0,287.0,820.0,288.0,5.5767,218100.0,0.0
7931,-118.1,33.84,36.0,2572.0,421.0,1318.0,434.0,5.1836,219700.0,0.0
7934,-118.11,33.84,36.0,1756.0,297.0,798.0,287.0,5.5581,218300.0,0.0
7936,-118.12,33.84,37.0,2706.0,462.0,1331.0,476.0,5.0719,220000.0,0.0
7947,-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,307400.0,0.0
7951,-118.15,33.84,29.0,2448.0,354.0,894.0,349.0,7.6526,481300.0,0.0
7957,-118.16,33.84,36.0,2220.0,367.0,1002.0,351.0,5.0719,219500.0,0.0
7961,-118.17,33.84,45.0,1853.0,328.0,945.0,320.0,5.0787,219200.0,0.0
8044,-118.12,33.83,45.0,1579.0,278.0,687.0,285.0,5.0424,225900.0,0.0
8048,-118.13,33.82,44.0,1619.0,280.0,815.0,284.0,5.5449,232200.0,0.0
8050,-118.13,33.83,45.0,3087.0,574.0,1474.0,567.0,5.5196,227600.0,0.0
8052,-118.11,33.83,36.0,1462.0,233.0,664.0,220.0,5.1171,225300.0,0.0
8057,-118.09,33.83,36.0,2734.0,448.0,1308.0,441.0,5.9265,227300.0,0.0
8059,-118.1,33.82,36.0,1930.0,354.0,915.0,328.0,5.2713,244400.0,0.0
8060,-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,234400.0,0.0
8061,-118.08,33.81,20.0,6295.0,937.0,2292.0,874.0,7.6084,402500.0,0.0
8062,-118.09,33.82,36.0,2219.0,393.0,1042.0,396.0,5.2299,239800.0,0.0
8063,-118.09,33.81,36.0,1878.0,323.0,846.0,325.0,7.1937,254400.0,0.0
8065,-118.1,33.81,36.0,856.0,146.0,451.0,164.0,5.1993,246000.0,0.0
8068,-118.1,33.82,36.0,1946.0,346.0,871.0,336.0,5.2155,254800.0,0.0
8074,-118.13,33.82,37.0,1530.0,290.0,711.0,283.0,5.1795,225400.0,0.0
8076,-118.13,33.81,34.0,1903.0,343.0,928.0,349.0,5.395,241900.0,0.0
8082,-118.12,33.81,36.0,1774.0,299.0,784.0,298.0,5.0447,249200.0,0.0
8085,-118.12,33.8,36.0,1257.0,205.0,530.0,211.0,5.3701,251400.0,0.0
8087,-118.11,33.79,36.0,1993.0,354.0,884.0,337.0,5.587,244900.0,0.0
8088,-118.11,33.79,36.0,2223.0,370.0,1039.0,370.0,5.7942,257000.0,0.0
8089,-118.09,33.81,36.0,1371.0,250.0,666.0,257.0,5.0795,243300.0,0.0
8092,-118.11,33.8,35.0,1034.0,180.0,444.0,177.0,5.4602,231600.0,0.0
8093,-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,257900.0,0.0
8094,-118.1,33.81,36.0,1962.0,325.0,786.0,315.0,5.62,239600.0,0.0
8095,-118.1,33.8,37.0,1814.0,329.0,850.0,328.0,5.0574,240800.0,0.0
8096,-118.09,33.79,36.0,4210.0,657.0,1911.0,631.0,5.8491,247300.0,0.0
8097,-118.1,33.78,35.0,4466.0,740.0,2134.0,743.0,5.7389,251800.0,0.0
8098,-118.1,33.79,35.0,2370.0,379.0,996.0,380.0,5.7368,287200.0,0.0
8099,-118.1,33.79,36.0,3359.0,596.0,1522.0,565.0,5.1805,249400.0,0.0
8100,-118.11,33.78,16.0,3985.0,567.0,1327.0,564.0,7.9767,500001.0,0.0
8250,-118.31,33.93,42.0,1173.0,201.0,602.0,186.0,5.5787,142000.0,0.0
8255,-118.33,33.93,38.0,694.0,112.0,412.0,119.0,6.0718,156000.0,0.0
8262,-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,191000.0,0.0
8266,-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,169800.0,0.0
8267,-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,194100.0,0.0
8272,-118.34,33.97,45.0,2230.0,364.0,949.0,344.0,5.5,188200.0,0.0
8297,-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.057,246300.0,0.0
8346,-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255,242700.0,0.0
8354,-118.36,33.9,40.0,1271.0,276.0,725.0,234.0,5.0452,231900.0,0.0
8356,-118.37,33.91,35.0,1742.0,283.0,812.0,282.0,5.6704,303700.0,0.0
8357,-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,294800.0,0.0
8359,-118.38,33.91,36.0,2904.0,515.0,1463.0,534.0,5.8374,289600.0,0.0
8386,-118.32,33.91,34.0,1068.0,198.0,757.0,231.0,5.7528,180500.0,0.0
8389,-118.31,33.93,35.0,1580.0,266.0,926.0,282.0,5.0653,158000.0,0.0
8394,-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,155500.0,0.0
8414,-118.3,33.87,31.0,1398.0,261.0,823.0,263.0,5.0641,234900.0,0.0
8429,-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,220600.0,0.0
8433,-118.34,33.9,37.0,542.0,105.0,355.0,118.0,5.5133,227300.0,0.0
8437,-118.33,33.89,42.0,1816.0,338.0,897.0,306.0,5.1874,230800.0,0.0
8438,-118.34,33.89,36.0,2392.0,444.0,1346.0,445.0,6.0088,245900.0,0.0
8439,-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373,244500.0,0.0
8448,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0,0.0
8464,-118.39,33.92,41.0,80.0,20.0,61.0,23.0,5.25,247200.0,0.0
8465,-118.4,33.92,25.0,1453.0,271.0,695.0,283.0,5.9499,345800.0,0.0
8468,-118.41,33.93,38.0,3328.0,625.0,1455.0,619.0,5.0596,363900.0,0.0
8472,-118.41,33.92,38.0,1437.0,272.0,590.0,250.0,5.2338,358000.0,0.0
8475,-118.42,33.92,41.0,1621.0,279.0,756.0,277.0,5.0594,346000.0,0.0
8478,-118.42,33.9,29.0,1929.0,523.0,686.0,455.0,5.5347,500001.0,0.0
8479,-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,500001.0,0.0
8480,-118.4,33.9,34.0,2674.0,435.0,1087.0,431.0,7.3151,492200.0,0.0
8481,-118.4,33.9,37.0,2458.0,400.0,920.0,375.0,7.8924,500001.0,0.0
8482,-118.41,33.9,39.0,2311.0,404.0,1044.0,380.0,8.468,472100.0,0.0
8483,-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,500001.0,0.0
8485,-118.42,33.9,37.0,1576.0,345.0,662.0,340.0,5.308,500001.0,0.0
8486,-118.42,33.9,43.0,1394.0,321.0,552.0,296.0,5.9596,500001.0,0.0
8487,-118.41,33.89,31.0,1428.0,320.0,677.0,331.0,7.2316,500001.0,0.0
8488,-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,500001.0,0.0
8489,-118.41,33.89,38.0,4166.0,828.0,1600.0,770.0,6.3861,500001.0,0.0
8490,-118.41,33.89,34.0,2959.0,639.0,1143.0,593.0,6.348,500001.0,0.0
8491,-118.41,33.89,31.0,702.0,161.0,236.0,144.0,5.0497,500001.0,0.0
8492,-118.4,33.9,38.0,2868.0,466.0,1098.0,438.0,7.9059,477100.0,0.0
8493,-118.4,33.89,36.0,2334.0,430.0,1033.0,407.0,6.6321,481500.0,0.0
8494,-118.4,33.89,31.0,2926.0,492.0,1149.0,476.0,7.9611,500001.0,0.0
8495,-118.4,33.89,36.0,2127.0,314.0,807.0,306.0,8.1596,500001.0,0.0
8496,-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037,500001.0,0.0
8497,-118.38,33.89,35.0,1778.0,330.0,732.0,312.0,6.5745,379300.0,0.0
8498,-118.39,33.89,30.0,2532.0,464.0,1056.0,419.0,6.3434,460400.0,0.0
8499,-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,7.3356,422700.0,0.0
8500,-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845,438100.0,0.0
8501,-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299,329200.0,0.0
8504,-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335,342600.0,0.0
8505,-118.38,33.88,33.0,1313.0,244.0,561.0,217.0,5.2999,359400.0,0.0
8506,-118.37,33.89,21.0,2696.0,548.0,1142.0,473.0,5.6091,356800.0,0.0
8507,-118.37,33.88,20.0,2439.0,474.0,1219.0,497.0,5.9619,335900.0,0.0
8510,-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02,304200.0,0.0
8513,-118.38,33.88,27.0,3039.0,606.0,1421.0,564.0,5.5771,345500.0,0.0
8519,-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,297400.0,0.0
8520,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,295900.0,0.0
8521,-118.36,33.86,34.0,1865.0,345.0,963.0,302.0,5.543,305900.0,0.0
8523,-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755,359900.0,0.0
8525,-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415,321900.0,0.0
8526,-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,337900.0,0.0
8527,-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,7.521,340400.0,0.0
8528,-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,365500.0,0.0
8529,-118.38,33.86,29.0,2787.0,475.0,1182.0,444.0,6.7613,352700.0,0.0
8530,-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,333800.0,0.0
8531,-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,329300.0,0.0
8532,-118.38,33.87,33.0,1993.0,371.0,918.0,361.0,6.9021,337600.0,0.0
8534,-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602,453700.0,0.0
8535,-118.39,33.88,33.0,2496.0,387.0,1098.0,404.0,7.6685,474300.0,0.0
8536,-118.39,33.88,34.0,1973.0,367.0,843.0,345.0,6.077,472700.0,0.0
8537,-118.39,33.88,33.0,2543.0,439.0,1098.0,416.0,5.9683,495500.0,0.0
8538,-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513,500001.0,0.0
8539,-118.39,33.88,35.0,1267.0,216.0,521.0,191.0,6.0441,470000.0,0.0
8541,-118.4,33.88,36.0,3022.0,482.0,1278.0,494.0,7.2651,500001.0,0.0
8542,-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,500001.0,0.0
8543,-118.4,33.88,35.0,1753.0,296.0,615.0,275.0,7.5,500001.0,0.0
8544,-118.41,33.88,34.0,540.0,107.0,213.0,104.0,6.3403,500001.0,0.0
8545,-118.4,33.88,35.0,1060.0,191.0,444.0,196.0,8.0015,500001.0,0.0
8546,-118.41,33.88,43.0,2492.0,449.0,1033.0,437.0,7.9614,500001.0,0.0
8547,-118.41,33.88,40.0,925.0,254.0,371.0,227.0,5.2533,500001.0,0.0
8548,-118.41,33.88,34.0,1471.0,308.0,498.0,264.0,7.0842,500001.0,0.0
8550,-118.4,33.87,26.0,6712.0,1441.0,2803.0,1394.0,5.2276,434500.0,0.0
8551,-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683,394600.0,0.0
8553,-118.4,33.88,42.0,1516.0,341.0,634.0,327.0,6.2356,472700.0,0.0
8554,-118.4,33.87,40.0,1679.0,372.0,719.0,385.0,6.435,479500.0,0.0
8555,-118.4,33.87,38.0,2398.0,431.0,911.0,392.0,5.2319,500001.0,0.0
8556,-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,500001.0,0.0
